Date,Type,Description,Account_Type,Card_Name,Amount,Category
2025-11-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2361.41,Services
2025-11-18,Expense,Supply Warehouse,Business,Business Checking *9901,-244.57,Services
2025-11-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-11-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1073.1,Services
2025-11-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1270.89,Services
2025-11-21,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-20.28,Entertainment
2025-11-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1442.02,Services
2025-11-22,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-115.89,Health
2025-11-23,Expense,Supply Warehouse,Business,Business Checking *9901,-159.48,Services
2025-11-23,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-123.83,Health
2025-11-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2775.82,Services
2025-11-24,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-39.11,Health
2025-11-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2964.38,Services
2025-11-25,Expense,Travel Purchase,Personal,Travel Rewards *5541,-19.99,Travel
2025-11-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2036.29,Services
2025-11-27,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-63.83,Entertainment
2025-11-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2012.26,Services
2025-11-28,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-158.71,Shopping
2025-11-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1108.38,Services
2025-11-30,Expense,Supply Warehouse,Business,Business Checking *9901,-321.2,Services
2025-11-30,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-68.69,Health
2025-12-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2349.73,Services
2025-12-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-12-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-12-01,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-70.42,Food & Drink
2025-12-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2419.5,Services
2025-12-02,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-44.62,Food & Drink
2025-12-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-12-03,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-161.29,Entertainment
2025-12-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1621.97,Services
2025-12-04,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-183.57,Travel
2025-12-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2923.67,Services
2025-12-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-12-05,Expense,Transport Purchase,Personal,Travel Rewards *5541,-168.57,Transport
2025-12-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1904.82,Services
2025-12-06,Expense,Supply Warehouse,Business,Business Checking *9901,-586.64,Services
2025-12-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-12-07,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-98.81,Health
2025-12-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2282.13,Services
2025-12-08,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-117.1,Health
2025-12-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2877.01,Services
2025-12-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-12-09,Expense,Transport Purchase,Personal,Travel Rewards *5541,-87.22,Transport
2025-12-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-12-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-12-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1733.84,Services
2025-12-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-12-11,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-123.96,Shopping
2025-12-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2732.79,Services
2025-12-12,Expense,Supply Warehouse,Business,Business Checking *9901,-284.49,Services
2025-12-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1693.81,Bills
2025-12-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1693.81,Bills
2025-12-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2162.39,Bills
2025-12-12,Payment,Payment Received,Personal,Travel Rewards *5541,2162.39,Bills
2025-12-12,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-187.0,Travel
2025-12-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1956.59,Services
2025-12-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-12-13,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-65.18,Entertainment
2025-12-14,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-101.83,Shopping
2025-12-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2695.11,Services
2025-12-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-12-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1991.74,Services
2025-12-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-12-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1493.26,Services
2025-12-18,Expense,Transport Purchase,Personal,Travel Rewards *5541,-127.53,Transport
2025-12-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1585.36,Services
2025-12-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-12-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2389.93,Services
2025-12-20,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-157.8,Transport
2025-12-21,Expense,Supply Warehouse,Business,Business Checking *9901,-362.32,Services
2025-12-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2218.72,Services
2025-12-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1560.63,Services
2025-12-23,Expense,Supply Warehouse,Business,Business Checking *9901,-358.72,Services
2025-12-24,Expense,Transport Purchase,Personal,Travel Rewards *5541,-174.03,Transport
2025-12-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2426.33,Services
2025-12-25,Expense,Transport Purchase,Personal,Travel Rewards *5541,-104.07,Transport
2025-12-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2487.79,Services
2025-12-26,Expense,Supply Warehouse,Business,Business Checking *9901,-101.87,Services
2025-12-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1806.63,Services
2025-12-27,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-71.16,Entertainment
2025-12-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1405.85,Services
2025-12-29,Expense,Supply Warehouse,Business,Business Checking *9901,-153.07,Services
2025-12-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2704.24,Services
2025-12-30,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-104.38,Health
2025-12-31,Expense,Supply Warehouse,Business,Business Checking *9901,-353.57,Services
2025-12-31,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-18.92,Food & Drink
2026-01-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,969.57,Services
2026-01-01,Expense,Supply Warehouse,Business,Business Checking *9901,-478.54,Services
2026-01-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2026-01-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2026-01-01,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-112.81,Entertainment
2026-01-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1699.3,Services
2026-01-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2820.29,Services
2026-01-03,Expense,Supply Warehouse,Business,Business Checking *9901,-166.13,Services
2026-01-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2026-01-03,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-198.03,Shopping
2026-01-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1120.1,Services
2026-01-05,Expense,Supply Warehouse,Business,Business Checking *9901,-168.72,Services
2026-01-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2026-01-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,917.0,Services
2026-01-06,Expense,Supply Warehouse,Business,Business Checking *9901,-292.94,Services
2026-01-06,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-24.9,Shopping
2026-01-07,Expense,Supply Warehouse,Business,Business Checking *9901,-208.77,Services
2026-01-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2026-01-07,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-104.74,Health
2026-01-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2971.8,Services
2026-01-08,Expense,Transport Purchase,Personal,Travel Rewards *5541,-74.47,Transport
2026-01-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1741.63,Services
2026-01-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2026-01-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2951.48,Services
2026-01-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2026-01-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2026-01-10,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-52.53,Shopping
2026-01-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2026-01-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2082.97,Services
2026-01-12,Expense,Supply Warehouse,Business,Business Checking *9901,-526.7,Services
2026-01-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-2098.15,Bills
2026-01-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,2098.15,Bills
2026-01-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2187.54,Bills
2026-01-12,Payment,Payment Received,Personal,Travel Rewards *5541,2187.54,Bills
2026-01-12,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-91.83,Health
2026-01-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1110.29,Services
2026-01-13,Expense,Supply Warehouse,Business,Business Checking *9901,-550.81,Services
2026-01-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2026-01-13,Expense,Transport Purchase,Personal,Travel Rewards *5541,-69.91,Transport
2026-01-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,932.68,Services
2026-01-15,Expense,Supply Warehouse,Business,Business Checking *9901,-464.83,Services
2026-01-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2026-01-15,Expense,Transport Purchase,Personal,Travel Rewards *5541,-170.42,Transport
2026-01-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1125.75,Services
2026-01-16,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-99.09,Entertainment
2026-01-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1740.41,Services
2026-01-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2026-01-17,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-55.24,Shopping
2026-01-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2955.99,Services
2026-01-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2026-01-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1519.39,Services
2026-01-20,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-164.53,Transport
2026-01-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2389.94,Services
2026-01-22,Expense,Supply Warehouse,Business,Business Checking *9901,-286.47,Services
2026-01-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1771.02,Services
2026-01-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2411.01,Services
2026-01-25,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-109.0,Entertainment
2026-01-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1504.61,Services
2026-01-26,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-112.35,Health
2026-01-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1068.01,Services
2026-01-27,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-158.54,Transport
2026-01-28,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-29.66,Travel
2026-01-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1620.99,Services
2026-01-29,Expense,Supply Warehouse,Business,Business Checking *9901,-596.42,Services
2026-01-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1657.85,Services
2026-01-30,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-183.9,Food & Drink
2026-01-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1473.92,Services
2026-01-31,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-180.5,Food & Drink
2026-02-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2026-02-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2026-02-01,Expense,Transport Purchase,Personal,Travel Rewards *5541,-52.89,Transport
2026-02-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1927.28,Services
2026-02-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1157.23,Services
2026-02-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2026-02-03,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-192.73,Health
2026-02-04,Expense,Transport Purchase,Personal,Travel Rewards *5541,-134.43,Transport
2026-02-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1785.5,Services
2026-02-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2026-02-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1858.42,Services
2026-02-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2101.68,Services
2026-02-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2026-02-07,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-46.49,Shopping
2026-02-08,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-96.54,Transport
2026-02-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1115.46,Services
2026-02-09,Expense,Supply Warehouse,Business,Business Checking *9901,-538.21,Services
2026-02-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2026-02-09,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-48.16,Travel
2026-02-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2866.44,Services
2026-02-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2026-02-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2026-02-11,Expense,Supply Warehouse,Business,Business Checking *9901,-252.94,Services
2026-02-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2026-02-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1272.15,Services
2026-02-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-2025.15,Bills
2026-02-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,2025.15,Bills
2026-02-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1797.4,Bills
2026-02-12,Payment,Payment Received,Personal,Travel Rewards *5541,1797.4,Bills
2026-02-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2983.22,Services
2026-02-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2026-02-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1425.11,Services
2026-02-14,Expense,Supply Warehouse,Business,Business Checking *9901,-209.77,Services
2026-02-15,Expense,Supply Warehouse,Business,Business Checking *9901,-191.35,Services
2026-02-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2026-02-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1043.06,Services
2026-02-16,Expense,Transport Purchase,Personal,Travel Rewards *5541,-27.28,Transport
2026-02-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1683.42,Services
2026-02-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2026-02-17,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-125.63,Health
2026-02-18,Expense,Supply Warehouse,Business,Business Checking *9901,-328.46,Services
2026-02-18,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-82.35,Shopping
2026-02-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1275.13,Services
2026-02-19,Expense,Supply Warehouse,Business,Business Checking *9901,-114.78,Services
2026-02-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2026-02-19,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-177.11,Food & Drink
2026-02-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1482.12,Services
2026-02-20,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-186.45,Food & Drink
2026-02-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2620.59,Services
2026-02-21,Expense,Supply Warehouse,Business,Business Checking *9901,-225.27,Services
2026-02-21,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-160.73,Health
2026-02-22,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-33.7,Shopping
2026-02-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2753.83,Services
2026-02-23,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-20.47,Food & Drink
2026-02-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1478.45,Services
2026-02-24,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-199.01,Shopping
2026-02-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2887.87,Services
2026-02-26,Expense,Supply Warehouse,Business,Business Checking *9901,-165.97,Services
2026-02-26,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-128.57,Shopping
2026-02-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2338.35,Services
2026-02-27,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-58.88,Entertainment
2026-02-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2664.64,Services
2026-03-01,Expense,Supply Warehouse,Business,Business Checking *9901,-474.32,Services
2026-03-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2026-03-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2026-03-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1405.89,Services
2026-03-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1014.27,Services
2026-03-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2026-03-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2189.38,Services
2026-03-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2026-03-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2650.57,Services
2026-03-06,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-126.17,Shopping
2026-03-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1813.42,Services
2026-03-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2026-03-07,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-99.92,Food & Drink
2026-03-08,Expense,Supply Warehouse,Business,Business Checking *9901,-110.0,Services
2026-03-08,Expense,Transport Purchase,Personal,Travel Rewards *5541,-36.88,Transport
2026-03-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2067.56,Services
2026-03-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2026-03-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1317.16,Services
2026-03-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2026-03-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2026-03-10,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-156.34,Food & Drink
2026-03-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2026-03-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2968.55,Services
2026-03-12,Expense,Supply Warehouse,Business,Business Checking *9901,-515.12,Services
2026-03-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1743.68,Bills
2026-03-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1743.68,Bills
2026-03-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2091.1,Bills
2026-03-12,Payment,Payment Received,Personal,Travel Rewards *5541,2091.1,Bills
2026-03-12,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-126.65,Shopping
2026-03-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2976.4,Services
2026-03-13,Expense,Supply Warehouse,Business,Business Checking *9901,-527.11,Services
2026-03-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2026-03-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1826.08,Services
2026-03-14,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-172.88,Food & Drink
2026-03-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2026-03-15,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-187.68,Food & Drink
2026-03-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2829.88,Services
2026-03-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2606.29,Services
2026-03-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2026-03-17,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-57.25,Shopping
2026-03-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2442.71,Services
2026-03-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2026-03-19,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-64.54,Shopping
2026-03-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1094.54,Services
2026-03-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1347.39,Services
2026-03-22,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-56.79,Entertainment
2026-03-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1430.23,Services
2026-03-23,Expense,Travel Purchase,Personal,Travel Rewards *5541,-41.69,Travel
2026-03-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2856.75,Services
2026-03-24,Expense,Travel Purchase,Personal,Travel Rewards *5541,-19.99,Travel
2026-03-25,Expense,Supply Warehouse,Business,Business Checking *9901,-599.29,Services
2026-03-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2473.07,Services
2026-03-26,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-63.33,Food & Drink
2026-03-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1427.66,Services
2026-03-27,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-145.63,Transport
2026-03-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2077.24,Services
2026-03-28,Expense,Supply Warehouse,Business,Business Checking *9901,-548.87,Services
2026-03-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1854.8,Services
2026-03-30,Expense,Supply Warehouse,Business,Business Checking *9901,-491.04,Services
2026-03-30,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-65.33,Travel
2026-03-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1258.16,Services
2026-03-31,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-78.86,Shopping
2026-04-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2026-04-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2026-04-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2670.65,Services
2026-04-02,Expense,Transport Purchase,Personal,Travel Rewards *5541,-61.34,Transport
2026-04-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1344.1,Services
2026-04-03,Expense,Supply Warehouse,Business,Business Checking *9901,-170.92,Services
2026-04-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2026-04-03,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-175.32,Travel
2026-04-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2738.9,Services
2026-04-04,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-70.06,Food & Drink
2026-04-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2026-04-05,Expense,Transport Purchase,Personal,Travel Rewards *5541,-88.59,Transport
2026-04-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1241.86,Services
2026-04-06,Expense,Supply Warehouse,Business,Business Checking *9901,-167.39,Services
2026-04-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2121.8,Services
2026-04-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2026-04-08,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-148.62,Food & Drink
2026-04-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2095.38,Services
2026-04-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2026-04-09,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-157.15,Food & Drink
2026-04-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2804.57,Services
2026-04-10,Expense,Supply Warehouse,Business,Business Checking *9901,-274.1,Services
2026-04-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2026-04-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2026-04-10,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-154.72,Travel
2026-04-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2567.28,Services
2026-04-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2026-04-12,Expense,Supply Warehouse,Business,Business Checking *9901,-294.47,Services
2026-04-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1612.21,Bills
2026-04-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1612.21,Bills
2026-04-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1410.49,Bills
2026-04-12,Payment,Payment Received,Personal,Travel Rewards *5541,1410.49,Bills
2026-04-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1325.55,Services
2026-04-13,Expense,Supply Warehouse,Business,Business Checking *9901,-453.8,Services
